Article.ID,data column,data,notes,,,,,,,
66,Lead.Author ,Watts,,,,,,,,
66,Year,2015,,,,,,,,
66,Journal,FWS,,,,,,,,
66,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
66,focal.subject.of.research,abiotic,,,,,,,,
66,biome,tropical.savanna,,,,,,,,
66,ecosystem,cypress.dome,,,,,,,,
66,Country,United.States,,,,,,,,
66,state,Florida,,,,,,,,
66,Municipality,Big.Cypress.National.Preserve,,,,,,,,
66,field station,NA,,,,,,,,
66,Latitude,26°N,,,,,,,,
66,Longitude,81°W,,,,,,,,
66,habitat.1,dome.edge,,,,,,,,
66,habitat.2,dome.midpoint,,,,,,,,
66,habitat.3,dome.center,,,,,,,,
66,habitat.4,savanna,,,,,,,,
66,replicates.habitat.1,6,,,,,,,,
66,replicates.habitat.2,6,,,,,,,,
66,replicates.habitat.3,6,,,,,,,,
66,replicates.habitat.4,6,,,,,,,,
66,sampling.dist.hab.1,point,,,,,,,,
66,sampling.dist.hab.2,point,,,,,,,,
66,sampling.dist.hab.3,point,,,,,,,,
66,sampling.dist.hab.4,point,,,,,,,,
66,reps.per.dist.1,1,,,,,,,,
66,reps.per.dist.2,1,,,,,,,,
66,reps.per.dist.3,1,,,,,,,,
66,reps.per.dist.4,1,,,,,,,,
66,dist.btwn.pts.1,NA,,,,,,,,
66,dist.btwn.pts.2,NA,,,,,,,,
66,dist.btwn.pts.3,NA,,,,,,,,
66,dist.btwn.pts.4,NA,,,,,,,,
66,layout,perpendicular,,,,,,,,
66,var.1,AT,,,,,,,,
66,var.2,RH,,,,,,,,
66,var.3,VPD,,,,,,,,
66,var.4,NA,,,,,,,,
66,equip.var.1,datalogger,Lascar.EL-USB-2.Lascar.Electronics,,,,,,,
66,equip.var.2,datalogger,Lascar.EL-USB-2.Lascar.Electronics,,,,,,,
66,equip.var.3,AT.and.RH,,,,,,,,
66,equip.var.4,NA,,,,,,,,
66,start.date,2010-12-01,,,,,,,,
66,end.date,2011-10-31,,,,,,,,
66,time.var.1,every.30.min,,,,,,,,
66,time.var.2,every.30.min,,,,,,,,
66,time.var.3,NA,,,,,,,,
66,time.var.4,NA,,,,,,,,
66,comparisons,edge.effect.differences.between.burned.and.unburned.domes,,,,,,,,
66,comparisons,differences.between.dry.and.inundated.conditions,,,,,,,,
66,comparisons,edge.microclimate.differs.from.interior,,,,,,,,
66,comparisons,NA,,,,,,,,
66,statistical analysis?,Y,,,,,,,,
66,statistica methods,Tukeys.W.test,,,,,,,,
66,statistica methods,linear.regression,,,,,,,,
66,statistica methods,NA,,,,,,,,
66,significant differences observed (Y/N),Y,,,,,,,,
66,summary of results,no.difference.from.edge.to.external.locations,,,,,,,,
66,summary of results,max.AT.min.RH.different.mid-transect.to.edge,,,,,,,,
66,summary of results,microclimate.different.in.mid-transect.and.center.only.during.dry.season,,,,,,,,
66,summary of results,AT.lower.RH.higher.in.all.domes.than.exterior,,,,,,,,
66,data archived? Y/N,N,,,,,,,,
66,data archive ,NA,,,,,,,,
66,accession number,NA,,,,,,,,
66,was cited before,Y,,,,,,,,
66,citations,1,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
