Article.ID,data column,data,notes,,,,,,,
51,Lead.Author ,Malombe,,,,,,,,
51,Year,2016,,,,,,,,
51,Journal,JBR,,,,,,,,
51,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",community.ecology,,,,,,,,
51,focal.subject.of.research,plant,,,,,,,,
51,biome,montane.tropical.forest,,,,,,,,
51,ecosystem,tropical.cloud.forest,,,,,,,,
51,Country,Kenya,,,,,,,,
51,state,NA,,,,,,,,
51,Municipality,Taita.Hills,,,,,,,,
51,field station,NA,,,,,,,,
51,Latitude,03°15′–3°30′S,,,,,,,,
51,Longitude,38°15′–38°30′E,,,,,,,,
51,habitat.1,forest.edge,,,,,,,,
51,habitat.2,forest.interior,,,,,,,,
51,replicates.habitat.1,3,,,,,,,,
51,replicates.habitat.2,3,,,,,,,,
51,sampling.dist.hab.1,transect,with.plots,,,,,,,
51,sampling.dist.hab.2,transect,with.plots,,,,,,,
51,reps.per.dist.1,3,,,,,,,,
51,reps.per.dist.2,3,,,,,,,,
51,dist.btwn.pts.1,10m,,,,,,,,
51,dist.btwn.pts.2,10m,,,,,,,,
51,layout,perpendicular,,,,,,,,
51,var.1,AT,,,,,,,,
51,var.2,RH,,,,,,,,
51,var.3,NA,,,,,,,,
51,var.4,NA,,,,,,,,
51,equip.var.1,datalogger,Tinytag.GLM.v2point3,,,,,,,
51,equip.var.2,datalogger,,,,,,,,
51,equip.var.3,NA,,,,,,,,
51,equip.var.4,NA,,,,,,,,
51,start.date,2009-09-01,,,,,,,,
51,end.date,2009-09-30,,,,,,,,
51,time.var.1,every.30min,,,,,,,,
51,time.var.2,every.30min,,,,,,,,
51,time.var.3,NA,,,,,,,,
51,time.var.4,NA,,,,,,,,
51,comparisons,epiphyll.diversity.related.to.habitat.from.edge.to.interior,,,,,,,,
51,comparisons,microclimate.change.edge.to.interior,,,,,,,,
51,comparisons,NA,,,,,,,,
51,statistical analysis?,Y,,,,,,,,
51,statistica methods,canonical.correspondance.analysis,,,,,,,,
51,statistica methods,NA,,,,,,,,
51,statistica methods,NA,,,,,,,,
51,significant differences observed (Y/N),N,,,,,,,,
51,summary of results,little.fluctuation.in.temp.among.plots,,,,,,,,
51,summary of results,NA,,,,,,,,
51,summary of results,NA,,,,,,,,
51,summary of results,NA,,,,,,,,
51,data archived? Y/N,N,,,,,,,,
51,data archive ,NA,,,,,,,,
51,accession number,NA,,,,,,,,
51,was cited before,N,,,,,,,,
51,citations,NA,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
