Article.ID,data column,data,notes,,,,,,,
35,Lead.Author ,Crockatt,,,,,,,,
35,Year,2015,,,,,,,,
35,Journal,GCB,,,,,,,,
35,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
35,focal.subject.of.research,plant,,,,,,,,
35,biome,temperate.deciduous.forest,,,,,,,,
35,ecosystem,NA,,,,,,,,
35,Country,United.Kingdom,,,,,,,,
35,state,NA,,,,,,,,
35,Municipality,Oxfordshire,,,,,,,,
35,field station,Wytham.Woods,,,,,,,,
35,Latitude.1,51°46’N,,,,,,,,
35,Longitude.1,1°26’W,,,,,,,,
35,Latitude.2, 56°47’N,,,,,,,,
35,Longitude.2, 1°20’W,,,,,,,,
35,habitat.1,forest.edge,,,,,,,,
35,habitat.2,NA,,,,,,,,
35,habitat.3,NA,,,,,,,,
35,replicates.habitat.1,2,,,,,,,,
35,replicates.habitat.2,NA,,,,,,,,
35,replicates.habitat.3,NA,,,,,,,,
35,sampling.dist.hab.1,transect,,,,,,,,
35,sampling.dist.hab.2,NA,,,,,,,,
35,sampling.dist.hab.3,NA,,,,,,,,
35,reps.per.dist.1,5,,,,,,,,
35,reps.per.dist.2,NA,,,,,,,,
35,reps.per.dist.3,NA,,,,,,,,
35,dist.btwn.pts.1,25m,0m.25m.50m.75m.100m,,,,,,,
35,dist.btwn.pts.2,NA,,,,,,,,
35,dist.btwn.pts.3,NA,,,,,,,,
35,layout,multiple.perpendicular,,,,,,,,
35,var.1,AT,,,,,,,,
35,var.2,RH,,,,,,,,
35,var.3,NA,,,,,,,,
35,equip.var.1,datalogger,Hygrochron.ibutton.DS-1953.Embedded Data.Systems,,,,,,,
35,equip.var.2,datalogger,Hygrochron.ibutton.DS-1953.Embedded Data.Systems,,,,,,,
35,equip.var.3,NA,,,,,,,,
35,start.date,2011-07-29,,,,,,,,
35,end.date,2012-09-31,,,,,,,,
35,time.var.1,3hr,,,,,,,,
35,time.var.2,3hr,,,,,,,,
35,time.var.3,NA,,,,,,,,
35,comparisons,decomposition.rate.related.to.microclimate.at.edges,,,,,,,,
35,comparisons,NA,,,,,,,,
35,statistical analysis?,Y,,,,,,,,
35,statistica methods,General.Additive.Mixed.Models,GAMM,,,,,,,
35,statistica methods,NA,,,,,,,,
35,significant differences observed (Y/N),Y,,,,,,,,
35,summary of results,mean.AT.higher.RH.lower.at.edges.but.small.magnitude,,,,,,,,
35,summary of results,NA,,,,,,,,
35,summary of results,NA,,,,,,,,
35,summary of results,NA,,,,,,,,
35,data archived? Y/N,N,,,,,,,,
35,data archive ,NA,,,,,,,,
35,accession number,NA,,,,,,,,
35,was cited before,Y,,,,,,,,
35,citations,13,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
