Article.ID,data column,data,notes,,,,,,,
39,Lead.Author ,Didham,,,,,,,,
39,Year,1999,,,,,,,,
39,Journal,BTR,,,,,,,,
39,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
39,focal.subject.of.research,plant,,,,,,,,
39,biome,tropical.forest,,,,,,,,
39,ecosystem,tropical.moist.forest,,,,,,,,
39,Country,Brazil,,,,,,,,
39,state,Amazonas,,,,,,,,
39,Municipality,Manaus,,,,,,,,
39,field station,BDFFP,,,,,,,,
39,Latitude,2°25’S,,,,,,,,
39,Longitude, 59°50’W,,,,,,,,
39,habitat.1,open.fragment,,,,,,,,
39,habitat.2,open.continuous.forest,,,,,,,,
39,habitat.3,closed.fragment,,,,,,,,
39,habitat.4,closed.continuous.forest,,,,,,,,
39,replicates.habitat.1,1,,,,,,,,
39,replicates.habitat.2,1,,,,,,,,
39,replicates.habitat.3,1,,,,,,,,
39,replicates.habitat.4,1,,,,,,,,
39,sampling.dist.hab.1,transect,,,,,,,,
39,sampling.dist.hab.2,transect,,,,,,,,
39,sampling.dist.hab.3,transect,,,,,,,,
39,sampling.dist.hab.4,transect,,,,,,,,
39,reps.per.dist.1,7,,,,,,,,
39,reps.per.dist.2,7,,,,,,,,
39,reps.per.dist.3,7,,,,,,,,
39,reps.per.dist.4,7,,,,,,,,
39,dist.btwn.pts.1,variable,0m.13m.26m.52m.105m.210m.410m,,,,,,,
39,dist.btwn.pts.2,variable,0m.13m.26m.52m.105m.210m.410m,,,,,,,
39,dist.btwn.pts.3,variable,0m.13m.26m.52m.105m.210m.410m,,,,,,,
39,dist.btwn.pts.4,variable,0m.13m.26m.52m.105m.210m.410m,,,,,,,
39,layout,perpendicular,,,,,,,,
39,var.1,AT,,,,,,,,
39,var.2,NA,,,,,,,,
39,var.3,NA,,,,,,,,
39,equip.var.1,electronic.temperature.probe,Atkins.K.thermocouple.model39565-K,,,,,,,
39,equip.var.2,NA,,,,,,,,
39,equip.var.3,NA,,,,,,,,
39,start.date,1994-01-01,,,,,,,,
39,end.date,1994-08-31,,,,,,,,
39,time.var.1,1.day,sampled.3x.once.over.study,,,,,,,
39,time.var.2,NA,,,,,,,,
39,time.var.3,NA,,,,,,,,
39,comparisons,edge.effects.in.closed.and.open.environments,,,,,,,,
39,comparisons,NA,,,,,,,,
39,comparisons,NA,,,,,,,,
39,statistical analysis?,Y,,,,,,,,
39,statistica methods,ANOVA,,,,,,,,
39,statistica methods,NA,,,,,,,,
39,significant differences observed (Y/N),Y,,,,,,,,
39,summary of results,AT.higher.at.edges.of.all.transects,,,,,,,,
39,summary of results,edge.penetration.higher.with.open.edges,,,,,,,,
39,summary of results,fragments.hotter.than.continuous.forest,,,,,,,,
39,data archived? Y/N,N,,,,,,,,
39,data archive ,NA,,,,,,,,
39,accession number,NA,,,,,,,,
39,was cited before,Y,,,,,,,,
39,citations,270,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
