Article.ID,data column,data,notes,,,,,,,
38,Lead.Author ,Delgado,,,,,,,,
38,Year,2007,,,,,,,,
38,Journal,LUP,,,,,,,,
38,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
38,focal.subject.of.research,abiotic,,,,,,,,
38,biome,NA,,,,,,,,
38,ecosystem,pine-oak.forest,,,,,,,,
38,Country,Spain,,,,,,,,
38,state,Canary.Islands,,,,,,,,
38,Municipality,Parque.Natural.Corona.Forestal.and.Paisaje.Protegido.Las.Lagunetas,,,,,,,,
38,field station,NA,,,,,,,,
38,Latitude,27–29◦N,,,,,,,,
38,Longitude,13–18◦W,,,,,,,,
38,habitat.1,laurel.forest.edge,,,,,,,,
38,habitat.2,pine.forest.edge,,,,,,,,
38,habitat.3,roadway,,,,,,,,
38,replicates.habitat.1,13,,,,,,,,
38,replicates.habitat.2,12,,,,,,,,
38,replicates.habitat.3,2,,,,,,,,
38,sampling.dist.hab.1,transect,,,,,,,,
38,sampling.dist.hab.2,transect,,,,,,,,
38,sampling.dist.hab.3,transect,,,,,,,,
38,reps.per.dist.1,8,,,,,,,,
38,reps.per.dist.2,8,,,,,,,,
38,reps.per.dist.3,2,,,,,,,,
38,dist.btwn.pts.1,variable,1m.3m.6m.10m.20m.40m.60m.100m,,,,,,,
38,dist.btwn.pts.2,variable,1m.3m.6m.10m.20m.40m.60m.100m,,,,,,,
38,dist.btwn.pts.3,2m,,,,,,,,
38,layout,perpendicular,,,,,,,,
38,var.1,AT,at.ground.and.1\.3m,,,,,,,
38,var.2,ST,,,,,,,,
38,var.3,LIT,lux,,,,,,,
38,equip.var.1,digital.thermocouple,,,,,,,,
38,equip.var.2,digital.thermocouple,,,,,,,,
38,equip.var.3,digital.hand.meter,Delta.Ohm.Light.meter.HD8366,,,,,,,
38,start.date,2003-03-01,,,,,,,,
38,end.date,2003-06-30,,,,,,,,
38,time.var.1,NA,,,,,,,,
38,time.var.2,NA,,,,,,,,
38,time.var.3,NA,,,,,,,,
38,comparisons,microclimate.variable.across.all.transects,,,,,,,,
38,comparisons,edge.effects.between.road.and.forest.types,,,,,,,,
38,comparisons,vertical.changes.in.temp,,,,,,,,
38,statistical analysis?,Y,,,,,,,,
38,statistica methods,ANOVA,,,,,,,,
38,statistica methods,NA,,,,,,,,
38,significant differences observed (Y/N),Y,,,,,,,,
38,summary of results,temps.at.all.strata.decreased.from.edge.to.forest.interior,,,,,,,,
38,summary of results,no.sig.trend.for.AT,,,,,,,,
38,summary of results,lower.LIT.between.edge.and.interior,,,,,,,,
38,summary of results,general.stabilizing.trend.within.10m.from.edge,,,,,,,,
38,data archived? Y/N,N,,,,,,,,
38,data archive ,NA,,,,,,,,
38,accession number,NA,,,,,,,,
38,was cited before,Y,,,,,,,,
38,citations,52,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
