Article.ID,data column,data,notes,,,,,,,
28,Lead.Author ,Brigic,,,,,,,,
28,Year,2014,,,,,,,,
28,Journal,EJE,,,,,,,,
28,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",community.ecology,,,,,,,,
28,focal.subject.of.research,insect,,,,,,,,
28,biome,temperate.broadleaf.forest,,,,,,,,
28,ecosystem,Dinaric.beech-fir.forest,,,,,,,,
28,Country,Croatia,,,,,,,,
28,state,Gorski.Kotar,,,,,,,,
28,Municipality,Ravna.Gora,,,,,,,,
28,field station,NA,,,,,,,,
28,Latitude,45°20´45  ̋   N,,,,,,,,
28,Longitude,14°59´16  ̋  E,,,,,,,,
28,habitat.1,forest.edge,,,,,,,,
28,habitat.2,forest.interior,,,,,,,,
28,habitat.3,meadow,,,,,,,,
28,replicates.habitat.1,2,,,,,,,,
28,replicates.habitat.2,2,,,,,,,,
28,replicates.habitat.3,2,,,,,,,,
28,sampling.dist.hab.1,transect,,,,,,,,
28,sampling.dist.hab.2,transect,,,,,,,,
28,sampling.dist.hab.3,transect,,,,,,,,
28,reps.per.dist.1,9,,,,,,,,
28,reps.per.dist.2,9,,,,,,,,
28,reps.per.dist.3,9,,,,,,,,
28,dist.btwn.pts.1,15m,,,,,,,,
28,dist.btwn.pts.2,15m,,,,,,,,
28,dist.btwn.pts.3,15m,,,,,,,,
28,layout,parallel,,,,,,,,
28,var.1,SM,,,,,,,,
28,var.2,ST,,,,,,,,
28,var.3,LIT,,,,,,,,
28,var.4,NA,,,,,,,,
28,equip.var.1,FieldScout.TDR.100/200.soil.moisture.meter,,,,,,,,
28,equip.var.2,P300.Dostmann.electronic.thermometer,,,,,,,,
28,equip.var.3,WinScanopy.Pro.software,,,,,,,,
28,equip.var.4,NA,,,,,,,,
28,start.date,NA,,,,,,,,
28,end.date,NA,,,,,,,,
28,time.var.1,NA,,,,,,,,
28,time.var.2,NA,,,,,,,,
28,time.var.3,3.to.5.photographs,,,,,,,,
28,time.var.4,NA,,,,,,,,
28,comparisons,effect.of.contrasting.habitat.types.on.beetle.assemblages,,,,,,,,
28,comparisons,NA,,,,,,,,
28,comparisons,NA,,,,,,,,
28,statistical analysis?,Y,,,,,,,,
28,statistica methods,Monte.Carlo.test,,,,,,,,
28,statistica methods,Nonmetric.multidimensional.scaling,,,,,,,,
28,significant differences observed (Y/N),Y,,,,,,,,
28,summary of results,soil.temp.higher.in.meadow.than.edge.or.interior,,,,,,,,
28,summary of results,soil.humidity.lower.in.interior.and.edge,,,,,,,,
28,summary of results,light.intensity.higher.in.meadow,,,,,,,,
28,summary of results,edge.and.interior.environments.not.significantly.different,,,,,,,,
28,data archived? Y/N,N,,,,,,,,
28,data archive ,NA,,,,,,,,
28,accession number,NA,,,,,,,,
28,was cited before,Y,,,,,,,,
28,citations,2,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
