Article.ID,data column,data,notes,,,,,,,
43,Lead.Author ,Gehlhausen,,,,,,,,
43,Year,2000,,,,,,,,
43,Journal,PE,,,,,,,,
43,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
43,focal.subject.of.research,abiotic,,,,,,,,
43,biome,temperate.broadleaf.forest,,,,,,,,
43,ecosystem,mixed.mesophytic.forest,,,,,,,,
43,Country,United.States,,,,,,,,
43,state,Illinois,,,,,,,,
43,Municipality,Urbana,,,,,,,,
43,field station,NA,,,,,,,,
43,Latitude,NA,,,,,,,,
43,Longitude,NA,,,,,,,,
43,habitat.1,fragment.edge,,,,,,,,
43,habitat.2,fragment.interior,,,,,,,,
43,habitat.3,NA,,,,,,,,
43,replicates.habitat.1,2,,,,,,,,
43,replicates.habitat.2,2,,,,,,,,
43,replicates.habitat.3,NA,,,,,,,,
43,sampling.dist.hab.1,transect,,,,,,,,
43,sampling.dist.hab.2,point,,,,,,,,
43,sampling.dist.hab.3,NA,,,,,,,,
43,reps.per.dist.1,10,,,,,,,,
43,reps.per.dist.2,1,,,,,,,,
43,reps.per.dist.3,NA,,,,,,,,
43,dist.btwn.pts.1,variable,0m.2m.5m.10m.15m.25m.40m.60m.80m.100m.175m,,,,,,,
43,dist.btwn.pts.2,NA,,,,,,,,
43,dist.btwn.pts.3,NA,,,,,,,,
43,layout,mixed.orientation,,,,,,,,
43,var.1,AT,,,,,,,,
43,var.2,RH,,,,,,,,
43,var.3,ST,,,,,,,,
43,var.4,SM,,,,,,,,
43,equip.var.1,portable.gas.exchange.system,LICOR.LI-6200,,,,,,,
43,equip.var.2,portable.gas.exchange.system,LICOR.LI-6201,,,,,,,
43,equip.var.3,soil.probe,,,,,,,,
43,equip.var.4,oven.drying,,,,,,,,
43,start.date,1994-03-01,,,,,,,,
43,end.date,1995-03-31,,,,,,,,
43,time.var.1,NA,,,,,,,,
43,time.var.2,NA,,,,,,,,
43,time.var.3,NA,,,,,,,,
43,time.var.4,NA,,,,,,,,
43,comparisons,microclimate.variable.changes.from.edge.to.interior,,,,,,,,
43,comparisons,distance.of.stabilization,,,,,,,,
43,comparisons,NA,,,,,,,,
43,statistical analysis?,Y,,,,,,,,
43,statistica methods,MANOVA,,,,,,,,
43,statistica methods,ANOVA,,,,,,,,
43,statistica methods,principal.components.analysis,,,,,,,,
43,significant differences observed (Y/N),Y,,,,,,,,
43,summary of results,RH.highest.depth.of.influence.at.80m.on.W.side,,,,,,,,
43,summary of results,large.variation.may.have.reduced.significance,,,,,,,,
43,summary of results,ST.uniform.AT.with.mixed.results,,,,,,,,
43,summary of results,all.variables.significant.contributors.to.model,,,,,,,,
43,data archived? Y/N,N,,,,,,,,
43,data archive ,NA,,,,,,,,
43,accession number,NA,,,,,,,,
43,was cited before,Y,,,,,,,,
43,citations,168,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
