Article.ID,data column,data,notes,,,,,,,
68,Lead.Author ,Williams-Linera,,,,,,,,
68,Year,1998,,,,,,,,
68,Journal,CB,,,,,,,,
68,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",community.ecology,,,,,,,,
68,focal.subject.of.research,abiotic,,,,,,,,
68,biome,tropical.rainforest,,,,,,,,
68,ecosystem,NA,,,,,,,,
68,Country,Mexico,,,,,,,,
68,state,Veracruz,,,,,,,,
68,Municipality,Las.Tuxtlas,,,,,,,,
68,field station,NA,,,,,,,,
68,Latitude,18°35’N-18°37’N,,,,,,,,
68,Longitude,95°03’W-95°07’W,,,,,,,,
68,habitat.1,forest.fragment,,,,,,,,
68,habitat.2,linear.forest.remnant,,,,,,,,
68,habitat.3,isolated.forest.trees,,,,,,,,
68,habitat.4,pasture,,,,,,,,
68,replicates.habitat.1,4,,,,,,,,
68,replicates.habitat.2,4,,,,,,,,
68,replicates.habitat.3,8,,,,,,,,
68,replicates.habitat.4,16,,,,,,,,
68,sampling.dist.hab.1,transect,,,,,,,,
68,sampling.dist.hab.2,transect,,,,,,,,
68,sampling.dist.hab.3,point,,,,,,,,
68,sampling.dist.hab.4,transect,,,,,,,,
68,reps.per.dist.1,10,,,,,,,,
68,reps.per.dist.2,NA,,,,,,,,
68,reps.per.dist.3,1,,,,,,,,
68,reps.per.dist.4,4.or.10,,,,,,,,
68,dist.btwn.pts.1,5m,,,,,,,,
68,dist.btwn.pts.2,2m,,,,,,,,
68,dist.btwn.pts.3,2m,,,,,,,,
68,dist.btwn.pts.4,2m.or.5m,,,,,,,,
68,layout,perpendicular,,,,,,,,
68,var.1,RH,,,,,,,,
68,var.2,AT,,,,,,,,
68,var.3,ST,,,,,,,,
68,var.4,PAR,,,,,,,,
68,equip.var.1,sling.psychrometer,,,,,,,,
68,equip.var.2,thermocouple.thermometer,,,,,,,,
68,equip.var.3,thermocouple.thermometer,,,,,,,,
68,equip.var.4,datalogger,LICOR-1000,,,,,,,
68,start.date,NA,July,,,,,,,
68,end.date,NA,August,,,,,,,
68,time.var.1,NA,,,,,,,,
68,time.var.2,NA,,,,,,,,
68,time.var.3,NA,,,,,,,,
68,time.var.4,NA,,,,,,,,
68,comparisons,microclimate.related.to.habitat.type,,,,,,,,
68,comparisons,distance.of.edge.effects.on.microclimate,,,,,,,,
68,comparisons,NA,,,,,,,,
68,comparisons,NA,,,,,,,,
68,statistical analysis?,Y,,,,,,,,
68,statistica methods,mixed.regression.model,,,,,,,,
68,statistica methods,contrast.statements,,,,,,,,
68,statistica methods,NA,,,,,,,,
68,significant differences observed (Y/N),Y,,,,,,,,
68,summary of results,RH.AT.no.difference.old.forest.to.pasture,,,,,,,,
68,summary of results,ST.increased.with.closeness.to.pasture.in.all.habitats,,,,,,,,
68,summary of results,PAR.at.riparian.sites.similar.to.forest.edges,,,,,,,,
68,summary of results,edge.stream.area.homogeneous.microclimate,,,,,,,,
68,data archived? Y/N,N,,,,,,,,
68,data archive ,NA,,,,,,,,
68,accession number,NA,,,,,,,,
68,was cited before,Y,,,,,,,,
68,citations,95,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
