Article.ID,data column,data,notes,,,,,,,
57,Lead.Author ,Ramos,Flavio,,,,,,,
57,Year,2006,,,,,,,,
57,Journal,BAB,,,,,,,,
57,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
57,focal.subject.of.research,abiotic,,,,,,,,
57,biome,Atlantic.Forest,,,,,,,,
57,ecosystem,ombrophilous.dense.forest,,,,,,,,
57,Country,Brazil,,,,,,,,
57,state,Rio.de.Janeiro,,,,,,,,
57,Municipality,Hotel.Fazenda.Serra.da.Castelana,,,,,,,,
57,field station,NA,,,,,,,,
57,Latitude,22°50’S,,,,,,,,
57,Longitude,42°28’W,,,,,,,,
57,habitat.1,forest.edge,,,,,,,,
57,habitat.2,stream.edge,,,,,,,,
57,habitat.3,forest.interior,,,,,,,,
57,replicates.habitat.1,1,,,,,,,,
57,replicates.habitat.2,1,,,,,,,,
57,replicates.habitat.3,1,,,,,,,,
57,sampling.dist.hab.1,plot,,,,,,,,
57,sampling.dist.hab.2,plot,,,,,,,,
57,sampling.dist.hab.3,plot,,,,,,,,
57,reps.per.dist.1,5,,,,,,,,
57,reps.per.dist.2,5,,,,,,,,
57,reps.per.dist.3,5,,,,,,,,
57,dist.btwn.pts.1,variable,150m.to.883m.,,,,,,,
57,dist.btwn.pts.2,variable,150m.to.883m.,,,,,,,
57,dist.btwn.pts.3,variable,150m.to.883m.,,,,,,,
57,layout,mixed.orientation,,,,,,,,
57,var.1,AT,,,,,,,,
57,var.2,SM,,,,,,,,
57,var.3,NA,,,,,,,,
57,var.4,NA,,,,,,,,
57,equip.var.1,thermometer,,,,,,,,
57,equip.var.2,drying,,,,,,,,
57,equip.var.3,NA,,,,,,,,
57,equip.var.4,NA,,,,,,,,
57,start.date,2003-03-01,,,,,,,,
57,end.date,2004-02-30,,,,,,,,
57,time.var.1,once.per.month,,,,,,,,
57,time.var.2,once.per.month,,,,,,,,
57,time.var.3,NA,,,,,,,,
57,time.var.4,NA,,,,,,,,
57,comparisons,differences.in.microclimate.between.habitats,,,,,,,,
57,comparisons,changes.between.seasons.and.months,,,,,,,,
57,comparisons,NA,,,,,,,,
57,statistical analysis?,Y,,,,,,,,
57,statistica methods,ANOVA,,,,,,,,
57,statistica methods,NA,,,,,,,,
57,statistica methods,NA,,,,,,,,
57,significant differences observed (Y/N),Y,,,,,,,,
57,summary of results,anthropogenic.edge.highest.AT.and.variation,,,,,,,,
57,summary of results,interaction.between.month.and.habitat.type,,,,,,,,
57,summary of results,no.variation.in.SM.among.habitats,,,,,,,,
57,summary of results,NA,,,,,,,,
57,data archived? Y/N,N,,,,,,,,
57,data archive ,NA,,,,,,,,
57,accession number,NA,,,,,,,,
57,was cited before,Y,,,,,,,,
57,citations,10,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
